Прізвище;Ім’я;По батькові;Стать;Дата народження;Посада;Місто проживання;Адреса проживання;Телефон;Email
Копитко;Надія;Русланівна;Жінка;2000-03-07;Кур'єр;місто Вуглегірськ;площа Черкаська, буд. 373, Надвірна, 85639;+380 54 285-70-65;wzhuk@example.org
Ткач;Лариса;Несторівна;Жінка;1954-10-07;Актор;місто Умань;узвіз Чорноморський 9-й, буд. 305 кв. 917, Красногорівка, 61377;769-07-21;veniiamyn08@example.com
Юрчишина;Ольга;Романівна;Жінка;1945-09-25;Нотаріус;хутір Бар;проспект Літакова, буд. 062, Білогірськ, 95899;043 450-76-82;vshchors@example.net
Стельмах;Лариса;Максимівна;Жінка;1954-04-07;Детектив;місто Миронівка;набережна Естонський, буд. 211 кв. 992, Скалат, 14146;+380 29 790 85 13;oksanazaichenko@example.org
Кабалюк;Лариса;Тарасівна;Жінка;1998-04-07;Краєзнавець;селище Канів;парк Демократична, буд. 44 кв. 4, Новоселиця, 15726;756 19 99;jbaranyk@example.net
Щербак;Златослава;Орестівна;Жінка;1956-12-22;Епідеміолог;село Вінниця;сквер Шептицікого, буд. 724, Угнів, 16052;+380 91 929-70-79;karpasviatoslava@example.com
Гаврилишин;Віра;Миколаївна;Жінка;1954-07-12;Випробувач;село Чортків;вулиця Юннатів 3-й, буд. 54 кв. 749, Новояворівськ, 35706;+380 68 814-97-91;khomenkokamilla@example.com
Москаль;Еріка;Адамівна;Жінка;1955-02-13;Кінорежисер;селище Берегове;шосе Валіховський, буд. 39, Вознесенськ, 32137;+380 21 256-08-50;romansvyrydenko@example.net
Яремчук;Христина;Захарівна;Жінка;1949-08-09;Гицель;село Андрушівка;провулок Семінарська, буд. 8, Хорол , 09266;+380 69 933-18-85;baturynetsedyta@example.net
Данько;Камілла;Пантелеймонівна;Жінка;2003-03-23;Пілот;хутір Коростишів;провулок Стамбульський, буд. 3, Алупка, 01729;002 847 39 25;umasokha@example.com
Дубенко;Альбіна;Богодарівна;Жінка;1940-04-29;Петрограф;село Тисмениця;площа Юннатів 1-й, буд. 6, Мирноград, 91505;637 00 43;tiurchenko@example.org
Цимбал;Марина;Павлівна;Жінка;1959-08-10;Музикознавець;село Апостолове;вулиця Вірського, буд. 2 кв. 83, Роздільна, 58222;+380 (37) 939-11-65;adamopanasenko@example.org
Ярема;Розалія;Августинівна;Жінка;1956-04-14;Скульптор;село Тетіїв;сквер Мічманський 1-й, буд. 00, Носівка, 40334;+380 (06) 089-45-20;kamillakalenychenko@example.net
Дейнеко;Ірина;Микитівна;Жінка;1972-05-25;Епідеміолог;хутір Дубляни;провулок Тираспольська, буд. 01, Ірпінь, 78596;+380 93 036-35-63;valeriidanko@example.net
Черненко;Дарина;Ааронівна;Жінка;1948-02-12;Фольклорист;селище Березівка;проспект Пестеля, буд. 5, Турка, 59705;024-85-02;vsemenchenko@example.org
Чумаченко;Галина;Сергіївна;Жінка;1970-05-18;Мовознавець;місто Рожище;вулиця Сінна, буд. 86, Рубіжне, 37199;+380 53 954 79 14;levchenkoviktoriia@example.com
Рудик;Володимира;Антонівна;Жінка;1952-05-14;Журналіст;хутір Лисичанськ;узвіз Новомосковська дорога, буд. 726 кв. 56, Герца, 67590;916-45-34;panteleimonpushkar@example.net
Дубас;Христина;Степанівна;Жінка;1995-03-14;Стиліст;місто Винники;проспект Іцхака Рабіна, буд. 036 кв. 660, Вільногірськ, 41149;011 755-38-35;hutsuliaknadiia@example.com
Чумаченко;Валентина;Прохорівна;Жінка;1984-10-01;Програміст;хутір Калинівка ;площа Спартаківський, буд. 5, Щолкіне, 90850;+380 60 279-55-88;vakhniivadym@example.org
Шевченко;Софія;Климентівна;Жінка;1954-01-21;Палеонтолог;село Українка ;площа Пироговський, буд. 853, Суми, 59636;+380 13 929-76-32;arsenychhlib@example.org
Килимник;Марія;Охрімівна;Жінка;1981-12-01;Фермер;село Алушта;узвіз Тимірязєва, буд. 414 кв. 8, Конотоп, 67627;+380 43 135 60 63;leopoldtryhub@example.net
Тесля;Світлана;Давидівна;Жінка;1947-04-30;Пілот;хутір Тлумач;узвіз Шкільний, буд. 906 кв. 621, Ржищів, 31045;+380 90 850-14-17;rudkozlatoslava@example.com
Сацюк;Едита;Зорянівна;Жінка;1990-05-07;Агроном;селище Жовті Води;площа Косовський, буд. 557 кв. 26, Кілія, 79699;724-27-25;iaroslavbabenko@example.net
Гайденко;Богданна;Аврелійовна;Жінка;1983-01-08;Футболіст;хутір Лозова ;площа Ланжеронівський узвіз, буд. 8 кв. 02, Барвінкове, 02862;+380 08 528-38-53;nazar69@example.net
Бабиченко;Богданна;Данівна;Жінка;1961-07-03;Золотар;хутір Заліщики;проспект Академіка Філатова, буд. 45, Теребовля, 04049;+380 54 294-48-11;vtarasenko@example.org
Бабиченко;Одарка;Микитівна;Жінка;1981-08-30;Юрист;місто Рудки;площа Проїзний 3-й, буд. 54 кв. 736, Зборів, 24777;+380 82 653-07-71;dandrobakha@example.org
Уманець;Богуслава;Михайлівна;Жінка;1981-08-13;Кінолог;село Іллінці;проспект Верещагіна, буд. 058, Турка, 49298;+380 (87) 957-00-33;pnosachenko@example.com
Гуцуляк;Ярина;Сергіївна;Жінка;1962-12-02;Музикознавець;селище Біляївка;узвіз Короткий, буд. 8, Одеса, 18552;+380 66 735-45-85;kamillazhadan@example.net
Бандера;Володимира;Мирославівна;Жінка;1972-02-04;Електромонтер;місто Ржищів;набережна Гладкова, буд. 1, Лубни, 07557;035 052-51-37;bzaiets@example.com
Непорожній;Любов;Ярославівна;Жінка;2007-09-06;Клавішник;селище Хотин;вулиця Подільська, буд. 8, Броди, 21938;883 66 41;snizhana33@example.net
Демʼяненко;Камілла;Данилівна;Жінка;1963-04-18;Антрополог;хутір Дебальцеве;проспект Моторний 3-й, буд. 09, Лиман , 51049;+380 38 322-55-63;cherinkoroksolana@example.com
Величко;Дарина;Гаврилівна;Жінка;2003-10-21;Дерун;селище Одеса;вулиця Ямська, буд. 710 кв. 76, Тальне, 67771;479 28 56;halyna84@example.com
Юрчишин;Пріска;Данилівна;Жінка;1976-12-25;Психолог;селище Полтава;шосе Леваневського, буд. 14 кв. 42, Гуляйполе, 22478;+380 35 624-92-04;panas31@example.com
Гаврилів;Ірена;Миронівна;Жінка;1955-10-23;Фотограф;місто Донецьк;площа Віцеадмірала Азарова, буд. 89, Івано-Франківськ, 34640;227-70-79;adamkaras@example.net
Лемешко;Ірина;Миронівна;Жінка;1939-12-27;Акушер;село Тячів;вулиця Композитора Глинки, буд. 6 кв. 949, Миколаївка , 35451;+380 06 962-28-62;illia71@example.org
Чуприна;Тетяна;Лукʼянівна;Жінка;1975-09-01;Намотувальник;хутір Нова Одеса;узвіз Навігаційний, буд. 8 кв. 97, Сколе, 87372;037 057 61 06;artymovychalina@example.net
Павлик;Едита;Григоріївна;Жінка;1947-11-21;Ріелтор;місто Середина-Буда;провулок Якутська, буд. 274 кв. 9, Валки , 38443;+380 51 025 43 37;snizhanaverkhovynets@example.net
Шеремета;Роксолана;Ааронівна;Жінка;1999-11-14;Живописець;селище Апостолове;проспект Севастопольський, буд. 228, Новояворівськ, 73446;+380 44 817-83-02;leontii93@example.com
Овсієнко;Мілена;Валентинівна;Жінка;1949-05-20;Кухар;хутір Шахтарськ;проспект Преображенська, буд. 44 кв. 1, Первомайськ, 96367;437 58 23;veniiamynlytvynenko@example.org
Сагаль;Роксолана;Іванівна;Жінка;1947-04-12;Диригент;місто Павлоград;площа Марії Демченко, буд. 63, Герца, 29414;035 495 73 63;ielysaveta75@example.net
Франчук;Богданна;Вʼячеславівна;Жінка;2002-03-30;Перекладач;хутір Географія Вільнянська;площа Салтикова-Щедріна, буд. 1, Добромиль, 91654;+380 (35) 455-37-71;pandriiovych@example.org
Ющенко;Софія;Марківна;Жінка;1951-05-07;М'ясник;селище Броди;узвіз Вишнева, буд. 1 кв. 02, Гайворон, 99539;069 426-24-64;hermantovstukha@example.com
Цимбалюк;Анжела;Бориславівна;Жінка;1985-01-30;Льотчик;селище Дніпро ;набережна 12-та ст. Великого Фонтану пляж, буд. 26, Дергачі, 93644;070 468-75-37;atamanchukiakiv@example.net
